Paper,Author,a,do,is,or,this,all,down,it,our,to,also,even,its,shall,up,an,every,may,should,upon,and,for,more,so,was,any,from,must,some,were,are,had,my,such,what,as,has,no,than,when,at,have,not,that,which,be,her,now,the,who,been,his,of,their,will,but,if,on,then,with,by,in,one,there,would,can,into,only,things,your
25,AH,0.0221105527638191,0.00050251256281407,0.0085427135678392,0.00753768844221105,0.0100502512562814,0.00351758793969849,0,0.0130653266331658,0.0050251256281407,0.0452261306532663,0.00050251256281407,0.00150753768844221,0.00452261306532663,0.00301507537688442,0.00251256281407035,0.00351758793969849,0.00050251256281407,0.00201005025125628,0.00301507537688442,0.00100502512562814,0.0231155778894472,0.00552763819095477,0.00100502512562814,0.00050251256281407,0.00201005025125628,0.00201005025125628,0.00603015075376884,0.00251256281407035,0.00251256281407035,0.00050251256281407,0.00703517587939699,0.00201005025125628,0,0.00201005025125628,0.00100502512562814,0.0120603015075377,0.00251256281407035,0.00100502512562814,0.00201005025125628,0.00150753768844221,0.00552763819095477,0.00552763819095477,0.00402010050251256,0.0155778894472362,0.00753768844221105,0.0261306532663317,0.00150753768844221,0,0.0879396984924623,0.00100502512562814,0.00301507537688442,0,0.0633165829145729,0.00552763819095477,0.0050251256281407,0.00201005025125628,0.00251256281407035,0.00552763819095477,0.00100502512562814,0.00402010050251256,0.0110552763819095,0.0201005025125628,0.00100502512562814,0.00100502512562814,0.0105527638190955,0.00150753768844221,0.00050251256281407,0.00100502512562814,0.00100502512562814,0
26,AH,0.0222315436241611,0,0.0104865771812081,0.00503355704697987,0.00629194630872483,0.00335570469798658,0,0.0180369127516779,0.00209731543624161,0.0398489932885906,0,0.00251677852348993,0.00167785234899329,0.000838926174496644,0.00209731543624161,0.00922818791946309,0.00167785234899329,0.00419463087248322,0.00251677852348993,0.00251677852348993,0.0205536912751678,0.00880872483221476,0.00125838926174497,0.00419463087248322,0.00461409395973154,0.00419463087248322,0.00461409395973154,0.00167785234899329,0.00167785234899329,0.00293624161073826,0.00251677852348993,0.00293624161073826,0,0.0037751677852349,0.00125838926174497,0.0075503355704698,0.00251677852348993,0.00167785234899329,0.00209731543624161,0.00125838926174497,0.00503355704697987,0.00671140939597315,0.00964765100671141,0.0176174496644295,0.00880872483221476,0.0226510067114094,0,0,0.0843120805369127,0.00125838926174497,0.00335570469798658,0.00251677852348993,0.0620805369127517,0.00419463087248322,0.00461409395973154,0.00461409395973154,0.00671140939597315,0.00293624161073826,0.00125838926174497,0.0037751677852349,0.00880872483221476,0.0268456375838926,0.00209731543624161,0.00335570469798658,0.00671140939597315,0.00209731543624161,0.00335570469798658,0.00209731543624161,0,0
27,AH,0.0210526315789474,0,0.00982456140350877,0.00982456140350877,0.0056140350877193,0.00280701754385965,0.000701754385964912,0.0147368421052632,0,0.0428070175438596,0,0,0.00982456140350877,0,0,0.00350877192982456,0,0.00280701754385965,0.00140350877192982,0.00280701754385965,0.0231578947368421,0.00491228070175439,0.0056140350877193,0.00140350877192982,0.000701754385964912,0.0056140350877193,0.00350877192982456,0.00140350877192982,0.000701754385964912,0,0.00701754385964912,0,0,0.00210526315789474,0.00140350877192982,0.00771929824561404,0.00140350877192982,0.00210526315789474,0.00491228070175439,0.000701754385964912,0.00280701754385965,0.00350877192982456,0.00140350877192982,0.0259649122807018,0.0126315789473684,0.0231578947368421,0,0,0.102456140350877,0.000701754385964912,0.00350877192982456,0.00210526315789474,0.0645614035087719,0.00421052631578947,0.0217543859649123,0.00350877192982456,0.00350877192982456,0.00280701754385965,0,0.00421052631578947,0.00982456140350877,0.0196491228070175,0.00140350877192982,0.0056140350877193,0.00210526315789474,0.00771929824561404,0.00210526315789474,0.00280701754385965,0.000701754385964912,0
28,AH,0.0206637445209768,0.000626174076393237,0.00876643706950532,0.0050093926111459,0.00438321853475266,0.00939261114589856,0,0.0112711333750783,0.00125234815278647,0.0413274890419537,0,0.00125234815278647,0.0050093926111459,0,0,0.00814026299311208,0,0.00438321853475266,0.00563556668753914,0.00187852222917971,0.0219160926737633,0.00939261114589856,0.00563556668753914,0.000626174076393237,0.000626174076393237,0.00125234815278647,0.00375704445835942,0.00438321853475266,0,0.00125234815278647,0.00375704445835942,0.00187852222917971,0,0.00125234815278647,0.00125234815278647,0.00626174076393237,0.00313087038196619,0.00375704445835942,0.00187852222917971,0.00125234815278647,0.00438321853475266,0.00688791484032561,0.0050093926111459,0.0125234815278647,0.00876643706950532,0.0250469630557295,0.00187852222917971,0,0.103944896681277,0.00250469630557295,0.00250469630557295,0,0.060738885410144,0.00814026299311208,0.00751408891671885,0.00250469630557295,0.00626174076393237,0.000626174076393237,0.00125234815278647,0.00563556668753914,0.00438321853475266,0.0250469630557295,0.00250469630557295,0.00438321853475266,0.00751408891671885,0.00751408891671885,0.000626174076393237,0.00125234815278647,0,0
29,AH,0.0223413762287757,0.00134048257372654,0.0138516532618409,0.00759606791778374,0.00625558534405719,0.00178731009830206,0,0.0187667560321716,0.00268096514745308,0.0500446827524576,0,0.00223413762287757,0.00268096514745308,0.00134048257372654,0,0.00625558534405719,0,0.0031277926720286,0.00357462019660411,0.00446827524575514,0.0263628239499553,0.00759606791778374,0.000893655049151028,0.00357462019660411,0.00178731009830206,0.00268096514745308,0.00580875781948168,0.000446827524575514,0.000446827524575514,0.00268096514745308,0.00446827524575514,0.000893655049151028,0.000446827524575514,0.00178731009830206,0.00268096514745308,0.0116175156389634,0.00223413762287757,0.00223413762287757,0.000893655049151028,0.000893655049151028,0.00491510277033065,0.0031277926720286,0.00402144772117962,0.0134048257372654,0.00714924039320822,0.0223413762287757,0,0,0.0991957104557641,0.00402144772117962,0.00268096514745308,0.000893655049151028,0.0688114387846291,0.00625558534405719,0.00491510277033065,0.0031277926720286,0.00670241286863271,0.00134048257372654,0,0.00536193029490617,0.00446827524575514,0.0183199285075961,0.00178731009830206,0.00580875781948168,0.00848972296693476,0.00491510277033065,0.00178731009830206,0.00178731009830206,0,0
30,AH,0.0192795535261289,0,0.0076103500761035,0.0101471334348047,0.00862506341958397,0.00253678335870117,0,0.0147133434804668,0.0015220700152207,0.0385591070522577,0,0.000507356671740233,0.0121765601217656,0,0,0.00355149670218163,0.00405885337392187,0.0045662100456621,0.00202942668696093,0.00659563673262303,0.0228310502283105,0.0116692034500254,0.0015220700152207,0.00101471334348047,0.0015220700152207,0.00405885337392187,0.00405885337392187,0.0060882800608828,0.000507356671740233,0.000507356671740233,0.00355149670218163,0,0,0.00253678335870117,0.0030441400304414,0.0111618467782851,0.00507356671740233,0.00253678335870117,0.0015220700152207,0.000507356671740233,0.0030441400304414,0.00558092338914257,0.00355149670218163,0.0157280568239472,0.0101471334348047,0.0248604769152714,0,0,0.0832064941653983,0.00355149670218163,0.00507356671740233,0.00101471334348047,0.0573313039066464,0.00405885337392187,0.00558092338914257,0.00558092338914257,0.00202942668696093,0.00405885337392187,0.000507356671740233,0.0060882800608828,0.00710299340436327,0.0248604769152714,0.00253678335870117,0.00253678335870117,0.0111618467782851,0.0060882800608828,0.0030441400304414,0.000507356671740233,0.000507356671740233,0
31,AH,0.0138169257340242,0.000575705238917674,0.0132412204951065,0.00748416810592976,0.00748416810592976,0.00518134715025907,0,0.0155440414507772,0.00115141047783535,0.0472078295912493,0,0.00115141047783535,0.00460564191134139,0,0.000575705238917674,0.00690846286701209,0.00287852619458837,0.00575705238917674,0.00345423143350604,0.00748416810592976,0.0253310305123777,0.00345423143350604,0.000575705238917674,0.00402993667242372,0,0.00287852619458837,0.00575705238917674,0.00460564191134139,0.00172711571675302,0,0.0103626943005181,0,0,0.0023028209556707,0.0023028209556707,0.0115141047783535,0.000575705238917674,0.00172711571675302,0.00345423143350604,0.000575705238917674,0.00287852619458837,0.00633275762809442,0.00690846286701209,0.0172711571675302,0.0115141047783535,0.0207253886010363,0,0,0.0932642487046632,0.00115141047783535,0.00287852619458837,0,0.0604490500863558,0.00575705238917674,0.00345423143350604,0.00460564191134139,0.00172711571675302,0.00287852619458837,0,0.00633275762809442,0.00518134715025907,0.028209556706966,0.00115141047783535,0.00345423143350604,0.00287852619458837,0.00115141047783535,0.00287852619458837,0.00172711571675302,0.000575705238917674,0
32,AH,0.0241448692152917,0,0.0107310529845741,0.0073775989268947,0.0107310529845741,0.00402414486921529,0,0.0160965794768612,0,0.0315224681421865,0,0.000670690811535882,0.00201207243460765,0.00335345405767941,0,0.0100603621730382,0.00134138162307176,0.00134138162307176,0.00201207243460765,0.00134138162307176,0.0274983232729712,0.00268276324614353,0,0.000670690811535882,0.00201207243460765,0.00402414486921529,0.00603621730382294,0.000670690811535882,0,0.00134138162307176,0.00134138162307176,0.00134138162307176,0,0.00335345405767941,0.00134138162307176,0.00268276324614353,0.00134138162307176,0.00469483568075117,0.000670690811535882,0,0.00134138162307176,0.00335345405767941,0.0100603621730382,0.0214621059691482,0.0154258886653253,0.0201207243460765,0,0.00134138162307176,0.100603621730382,0,0.00268276324614353,0,0.0610328638497653,0.00268276324614353,0.00201207243460765,0.00670690811535882,0.00402414486921529,0.00938967136150235,0.00134138162307176,0.00335345405767941,0.00670690811535882,0.0268276324614353,0.00268276324614353,0.00536552649228706,0.0154258886653253,0.000670690811535882,0.000670690811535882,0.00268276324614353,0,0
33,AH,0.0260047281323877,0.00118203309692671,0.0153664302600473,0.00709219858156028,0.0106382978723404,0.00472813238770686,0,0.0230496453900709,0.000591016548463357,0.0395981087470449,0,0,0.00768321513002364,0.00118203309692671,0.000591016548463357,0.00472813238770686,0.00236406619385343,0.00591016548463357,0.00236406619385343,0.00531914893617021,0.0260047281323877,0.00531914893617021,0.000591016548463357,0.00177304964539007,0.00177304964539007,0.0041371158392435,0.00531914893617021,0.0041371158392435,0.000591016548463357,0.00236406619385343,0.00472813238770686,0.00177304964539007,0,0.00236406619385343,0.00591016548463357,0.008274231678487,0.00177304964539007,0,0.000591016548463357,0,0.00118203309692671,0.00768321513002364,0.00768321513002364,0.0189125295508274,0.0130023640661939,0.0189125295508274,0,0,0.0933806146572104,0.00236406619385343,0.00650118203309693,0,0.0531914893617021,0.00295508274231678,0.00531914893617021,0.00886524822695036,0.00472813238770686,0.00295508274231678,0.000591016548463357,0.00295508274231678,0.008274231678487,0.0195035460992908,0.00118203309692671,0.00118203309692671,0.00886524822695036,0.00118203309692671,0.00236406619385343,0.00295508274231678,0,0
34,AH,0.0202885482416592,0,0.00721370604147881,0.00541027953110911,0.00631199278629396,0.00270513976555455,0.000450856627592426,0.0103697024346258,0.00270513976555455,0.0482416591523895,0,0.000901713255184851,0.00495942290351668,0.00135256988277728,0.000901713255184851,0.00586113615870153,0.000901713255184851,0.00270513976555455,0.00270513976555455,0.00450856627592426,0.0216411181244364,0.0117222723174031,0.0018034265103697,0.00135256988277728,0.000901713255184851,0.0036068530207394,0.00541027953110911,0.0018034265103697,0.0018034265103697,0.000450856627592426,0.00856627592425609,0.000901713255184851,0.000450856627592426,0.00135256988277728,0.00225428313796213,0.00901713255184851,0.00270513976555455,0.0036068530207394,0.00135256988277728,0.00135256988277728,0.00270513976555455,0.00721370604147881,0.00676284941388638,0.0193868349864743,0.0121731289449955,0.0189359783588819,0,0.000450856627592426,0.0838593327321912,0.0018034265103697,0.00541027953110911,0,0.0617673579801623,0.00450856627592426,0.00721370604147881,0.00405770964833183,0.00541027953110911,0.00495942290351668,0.000450856627592426,0.00541027953110911,0.0018034265103697,0.0247971145175834,0.0036068530207394,0.00405770964833183,0.00901713255184851,0.00315599639314698,0.000901713255184851,0.00135256988277728,0,0
35,AH,0.0199379707576429,0.000443066016836509,0.0181657066902969,0.0053167922020381,0.00620292423571112,0.00310146211785556,0.000886132033673017,0.0115197164377492,0.00132919805050953,0.0447496677004874,0,0.000886132033673017,0.00132919805050953,0.00177226406734603,0.000443066016836509,0.00575985821887461,0.00221533008418254,0.00354452813469207,0.00443066016836509,0.00398759415152858,0.0287992910943731,0.00487372618520159,0.00398759415152858,0.00310146211785556,0,0.00354452813469207,0.00354452813469207,0.000443066016836509,0.000443066016836509,0.00177226406734603,0.00664599025254763,0.000886132033673017,0,0.00132919805050953,0.000443066016836509,0.00974745237040319,0.00132919805050953,0.00265839610101905,0.00354452813469207,0.00177226406734603,0.00177226406734603,0.00398759415152858,0.00841825431989366,0.0163934426229508,0.00974745237040319,0.0199379707576429,0.000443066016836509,0.000443066016836509,0.0832964111652636,0.00265839610101905,0.00221533008418254,0.00443066016836509,0.0575985821887461,0.00841825431989366,0.00930438635356668,0.0053167922020381,0.00310146211785556,0.00354452813469207,0,0.0053167922020381,0.00443066016836509,0.0208241027913159,0.00221533008418254,0.00221533008418254,0.00708905626938414,0.00265839610101905,0.00221533008418254,0.000886132033673017,0,0
36,AH,0.0160818713450292,0.000365497076023392,0.0127923976608187,0.010233918128655,0.00840643274853801,0.00402046783625731,0,0.0127923976608187,0.000730994152046784,0.043859649122807,0,0.00182748538011696,0.00621345029239766,0.00109649122807018,0,0.00548245614035088,0.00109649122807018,0.00548245614035088,0.00182748538011696,0.00219298245614035,0.0241228070175439,0.0043859649122807,0.00365497076023392,0.000365497076023392,0,0.00365497076023392,0.00804093567251462,0.00365497076023392,0,0.000365497076023392,0.00621345029239766,0.00109649122807018,0.000730994152046784,0.00255847953216374,0.00182748538011696,0.0127923976608187,0.00328947368421053,0.00182748538011696,0.00219298245614035,0.00146198830409357,0.00146198830409357,0.00840643274853801,0.00511695906432749,0.0153508771929825,0.00986842105263158,0.028874269005848,0,0.000365497076023392,0.091374269005848,0.00146198830409357,0.00475146198830409,0,0.0650584795321637,0.00511695906432749,0.00986842105263158,0.00365497076023392,0.00292397660818713,0.00219298245614035,0.000365497076023392,0.00511695906432749,0.00767543859649123,0.0237573099415205,0.00219298245614035,0.00657894736842105,0.00182748538011696,0.00584795321637427,0.00146198830409357,0.000730994152046784,0.000730994152046784,0
37,JM,0.0206033848417954,0.000367917586460633,0.011037527593819,0.00478292862398823,0.00625459896983076,0.00367917586460633,0,0.0136129506990434,0.0022075055187638,0.0312729948491538,0.0011037527593819,0.000735835172921266,0.00257542310522443,0,0,0.00367917586460633,0.00147167034584253,0.00662251655629139,0.00367917586460633,0.000367917586460633,0.0371596762325239,0.00441501103752759,0.00257542310522443,0.00294334069168506,0.000735835172921266,0.0011037527593819,0.00735835172921266,0.00772626931567329,0.00147167034584253,0.0011037527593819,0.00662251655629139,0.0011037527593819,0,0.00147167034584253,0.000367917586460633,0.0106696100073584,0.00367917586460633,0.00183958793230316,0.00183958793230316,0.0011037527593819,0.000735835172921266,0.00956585724797645,0.00699043414275202,0.0172921265636497,0.0161883738042678,0.0172921265636497,0.000367917586460633,0,0.0846210448859455,0.0011037527593819,0.00883002207505519,0.00183958793230316,0.0584988962472406,0.00846210448859456,0.00367917586460633,0.00441501103752759,0.000735835172921266,0.00699043414275202,0.000367917586460633,0.00625459896983076,0.011037527593819,0.0228108903605592,0.0022075055187638,0.000735835172921266,0.00257542310522443,0.000735835172921266,0.00183958793230316,0.00367917586460633,0,0
38,JM,0.0276774969915764,0.000902527075812274,0.0171480144404332,0.00511432009626956,0.0072202166064982,0.00240673886883273,0,0.0147412755716005,0.000902527075812274,0.0351985559566787,0.000902527075812274,0.000601684717208183,0.00180505415162455,0.000902527075812274,0,0.00541516245487365,0.000902527075812274,0.00270758122743682,0.00300842358604091,0.00120336943441637,0.0282791817087846,0.00631768953068592,0.00300842358604091,0.00210589651022864,0.0036101083032491,0.00270758122743682,0.00631768953068592,0.00120336943441637,0.00300842358604091,0.00300842358604091,0.00571600481347774,0.00180505415162455,0,0.0036101083032491,0.000300842358604091,0.00872442839951865,0.0036101083032491,0.00511432009626956,0.00330926594464501,0.000601684717208183,0.00180505415162455,0.00631768953068592,0.00962695547533093,0.0168471720818291,0.00782190132370638,0.0153429602888087,0.00210589651022864,0.000601684717208183,0.0815282791817088,0.00421179302045728,0.00451263537906137,0.00541516245487365,0.0571600481347774,0.00752105896510229,0.0036101083032491,0.00601684717208183,0.00180505415162455,0.00451263537906137,0.000601684717208183,0.00661853188929001,0.0111311672683514,0.0186522262334537,0.00391095066185319,0.000902527075812274,0.00451263537906137,0.00270758122743682,0.00210589651022864,0.000601684717208183,0,0
39,JM,0.020283199387677,0,0.0218140068886338,0.00535782625334864,0.00803673938002296,0.00497512437810945,0,0.0168388825105243,0.000765403750478377,0.0348258706467662,0.000382701875239189,0.000382701875239189,0.00765403750478377,0,0,0.00229621125143513,0.00229621125143513,0.00229621125143513,0.000382701875239189,0,0.0244929200153081,0.00535782625334864,0.00229621125143513,0.00306161500191351,0.000765403750478377,0.00153080750095675,0.00880214313050134,0.00191350937619594,0.00114810562571757,0.00229621125143513,0.00765403750478377,0,0,0.00153080750095675,0.000765403750478377,0.0126291618828932,0.0034443168771527,0.00267891312667432,0.00306161500191351,0.000382701875239189,0.00267891312667432,0.00114810562571757,0.00841944125526215,0.0107156525066973,0.0103329506314581,0.0199004975124378,0,0.000765403750478377,0.114810562571757,0,0.00306161500191351,0.000382701875239189,0.0600841944125526,0.00612323000382702,0.00574052812858783,0.00535782625334864,0.00191350937619594,0.00956754688097972,0.00114810562571757,0.00459242250287026,0.0126291618828932,0.0279372368924608,0.00497512437810945,0,0.00306161500191351,0.000382701875239189,0.00114810562571757,0.00229621125143513,0.000382701875239189,0
40,JM,0.0175554819476648,0.00165617754223253,0.00960582974494866,0.00331235508446505,0.0059622391520371,0.00364359059291156,0,0.0115932427956277,0.000331235508446505,0.0397482610135807,0.000993706525339516,0.00165617754223253,0.00132494203378602,0.00198741305067903,0,0.00397482610135807,0.00264988406757204,0.00231864855912554,0.00397482610135807,0,0.032792315336204,0.00761841669426963,0.00132494203378602,0.00430606160980457,0.00397482610135807,0.000662471016893011,0.00529976813514409,0.00132494203378602,0.00231864855912554,0.0062934746604836,0.00430606160980457,0.00563100364359059,0,0.00430606160980457,0.00165617754223253,0.0109307717787347,0.00331235508446505,0.00298111957601855,0.00165617754223253,0.000993706525339516,0.00231864855912554,0.00861212321960914,0.0062934746604836,0.0208678370321298,0.0102683007618417,0.0178867174561113,0,0.000662471016893011,0.0973832394832726,0.00298111957601855,0.00662471016893011,0.000993706525339516,0.0573037429612454,0.0115932427956277,0.00231864855912554,0.00231864855912554,0.00264988406757204,0.00430606160980457,0.00132494203378602,0.00496853262669758,0.0182179529645578,0.0225240145743624,0.00298111957601855,0.00132494203378602,0.00198741305067903,0.000993706525339516,0.00231864855912554,0.00165617754223253,0,0
41,JM,0.0228233305156382,0.000563539025077487,0.0107072414764722,0.00591715976331361,0.00788954635108481,0.00479008171315864,0.000281769512538743,0.0146520146520147,0.00169061707523246,0.0335305719921105,0.000281769512538743,0.00112707805015497,0.00422654268808115,0.00112707805015497,0,0.00563539025077487,0.00394477317554241,0.0064806987883911,0.000281769512538743,0,0.0247957171034094,0.00986193293885602,0.00338123415046492,0.00253592561284869,0.00084530853761623,0.00169061707523246,0.00619892927585235,0.00422654268808115,0.000563539025077487,0.00169061707523246,0.00422654268808115,0.0019723865877712,0,0.00169061707523246,0.00112707805015497,0.00929839391377853,0.00507185122569738,0.00253592561284869,0.00366300366300366,0.000281769512538743,0.00140884756269372,0.00732600732600733,0.00507185122569738,0.0118343195266272,0.0101437024513948,0.020850943927867,0.00394477317554241,0.00112707805015497,0.0946745562130177,0.00225415610030995,0.00563539025077487,0.00084530853761623,0.0574809805579036,0.00366300366300366,0.00704423781346858,0.00394477317554241,0.00366300366300366,0.00760777683854607,0.000563539025077487,0.00450831220061989,0.00901662440123979,0.0177514792899408,0.00225415610030995,0.000281769512538743,0.00253592561284869,0.00253592561284869,0.0019723865877712,0.00169061707523246,0.000281769512538743,0
42,JM,0.0179662234998203,0.000359324469996407,0.0140136543298599,0.0053898670499461,0.00646784045993532,0.00323392022996766,0,0.0104204096298958,0.000718648939992814,0.0334171757096658,0,0.000359324469996407,0.00323392022996766,0.00323392022996766,0,0.00574919151994251,0.00251527128997485,0.00610851598993891,0,0.000718648939992814,0.034495149119655,0.00790513833992095,0.000359324469996407,0.00287459575997125,0.00107797340998922,0.00395256916996047,0.00359324469996407,0.00143729787998563,0.000359324469996407,0.00143729787998563,0.00323392022996766,0.00143729787998563,0,0.00287459575997125,0.00107797340998922,0.00790513833992095,0.00467121810995329,0.00287459575997125,0.00143729787998563,0.000718648939992814,0.00107797340998922,0.00718648939992813,0.00790513833992095,0.011498383039885,0.00970176068990298,0.0172475745598275,0,0,0.0941430111390586,0.00143729787998563,0.00682716492993173,0.000359324469996407,0.0661157024793388,0.00431189363995688,0.00215594681997844,0.00395256916996047,0.00143729787998563,0.00790513833992095,0.000359324469996407,0.00574919151994251,0.0111390585698886,0.0222781171397772,0.00251527128997485,0.00107797340998922,0.0053898670499461,0.00107797340998922,0.00287459575997125,0.00251527128997485,0,0
43,JM,0.027105800058292,0.000582920431361119,0.00990964733313903,0.00612066452929175,0.00641212474497231,0.00378898280384727,0,0.0166132322937919,0.00029146021568056,0.0326435441562227,0.000874380647041679,0.000874380647041679,0.00437190323520839,0.00204022150976392,0,0.00349752258816672,0.00262314194112504,0.00728650539201399,0.00349752258816672,0,0.0230253570387642,0.00816088603905567,0.00233168172544448,0.00174876129408336,0.00233168172544448,0.00233168172544448,0.00174876129408336,0.00233168172544448,0.000582920431361119,0.00029146021568056,0.00437190323520839,0.000874380647041679,0,0.00349752258816672,0.00204022150976392,0.0113669484115418,0.00320606237248616,0.00408044301952783,0.0029146021568056,0.000874380647041679,0.00204022150976392,0.00612066452929175,0.00757796560769455,0.014573010784028,0.00990964733313903,0.0227338968230836,0.00029146021568056,0.00029146021568056,0.103759836782279,0.0014573010784028,0.00408044301952783,0,0.0649956280967648,0.0029146021568056,0.00553774409793063,0.00349752258816672,0.00174876129408336,0.00961818711745847,0,0.00495482366656951,0.0136986301369863,0.0160303118624308,0.00378898280384727,0.000582920431361119,0.00349752258816672,0.00262314194112504,0.00204022150976392,0.00174876129408336,0,0
44,JM,0.0148327009313556,0.000689893066574681,0.00965850293204553,0.0127630217316316,0.00862366333218351,0.00689893066574681,0,0.00655398413245947,0.00034494653328734,0.0279406691962746,0.000689893066574681,0.00034494653328734,0.00206967919972404,0.00517419799931011,0,0.0034494653328734,0.00448430493273543,0.00206967919972404,0.00137978613314936,0,0.030355294929286,0.00689893066574681,0.00310451879958606,0.00206967919972404,0.00137978613314936,0.00517419799931011,0.00310451879958606,0.00206967919972404,0.0017247326664367,0.000689893066574681,0.00448430493273543,0.0034494653328734,0,0.00241462573301138,0.000689893066574681,0.00965850293204553,0.00241462573301138,0.00620903759917213,0.00275957226629872,0,0.00137978613314936,0.0113832355984822,0.00551914453259745,0.00965850293204553,0.0103483959986202,0.0186271127975164,0,0.000689893066574681,0.108658157985512,0.000689893066574681,0.00655398413245947,0.000689893066574681,0.0589858571921352,0.00310451879958606,0.0034494653328734,0.00275957226629872,0.00275957226629872,0.00965850293204553,0,0.00620903759917213,0.00965850293204553,0.0227664711969645,0.0017247326664367,0.00137978613314936,0.0100034494653329,0.00241462573301138,0.00379441186616075,0.00137978613314936,0.00034494653328734,0
45,JM,0.00941619585687382,0,0.0108286252354049,0.00376647834274953,0.00235404896421846,0.00376647834274953,0,0.00894538606403013,0.00188323917137476,0.0310734463276836,0.000941619585687382,0.000941619585687382,0.00282485875706215,0,0,0.00329566854990584,0.00235404896421846,0.00423728813559322,0.00141242937853107,0,0.0296610169491525,0.00564971751412429,0.00659133709981168,0.000470809792843691,0.00188323917137476,0.00188323917137476,0.00376647834274953,0.00282485875706215,0.000470809792843691,0.00282485875706215,0.00329566854990584,0.00188323917137476,0.000470809792843691,0.000941619585687382,0.000470809792843691,0.0108286252354049,0.00188323917137476,0.00282485875706215,0.00423728813559322,0,0.00188323917137476,0.00800376647834275,0.00470809792843691,0.0141242937853107,0.00800376647834275,0.0244821092278719,0,0,0.130885122410546,0.000470809792843691,0.00282485875706215,0.000470809792843691,0.0673258003766478,0.00329566854990584,0.0150659133709981,0.00188323917137476,0.00329566854990584,0.00470809792843691,0.000941619585687382,0.00706214689265537,0.0051789077212806,0.0188323917137476,0.00188323917137476,0.00141242937853107,0.0051789077212806,0,0.00141242937853107,0.000470809792843691,0,0
46,JM,0.0160366552119129,0.000381825124093165,0.00267277586865216,0.00534555173730431,0.00343642611683849,0.00190912562046583,0,0.0122184039709813,0,0.0328369606720122,0.000381825124093165,0.000763650248186331,0.00229095074455899,0,0.000381825124093165,0.00343642611683849,0.00229095074455899,0.00496372661321115,0.00343642611683849,0,0.0278732340588011,0.00420007636502482,0.00420007636502482,0.000763650248186331,0.00458190148911798,0.00229095074455899,0.00381825124093165,0.00343642611683849,0.000381825124093165,0.0011454753722795,0.00496372661321115,0.0011454753722795,0,0.00229095074455899,0.00190912562046583,0.00801832760595647,0.00152730049637266,0.00152730049637266,0.00420007636502482,0,0.00229095074455899,0.00572737686139748,0.00763650248186331,0.0148911798396334,0.0087819778541428,0.0274914089347079,0,0.000381825124093165,0.115693012600229,0.00229095074455899,0.00190912562046583,0,0.0618556701030928,0.0110729285987018,0.0152730049637266,0.00496372661321115,0.00190912562046583,0.0122184039709813,0,0.00687285223367698,0.00801832760595647,0.0175639557082856,0.00343642611683849,0,0.0110729285987018,0.00267277586865216,0.00152730049637266,0.00229095074455899,0.000381825124093165,0
47,JM,0.0127551020408163,0.000364431486880466,0.0156705539358601,0.0065597667638484,0.0087463556851312,0.0043731778425656,0.000728862973760933,0.00801749271137026,0,0.0236880466472303,0.0032798833819242,0.00182215743440233,0.00364431486880466,0.00255102040816327,0,0.00364431486880466,0.00145772594752187,0.00291545189504373,0.000728862973760933,0,0.0313411078717201,0.00255102040816327,0.0032798833819242,0.00145772594752187,0.00145772594752187,0.00182215743440233,0.0043731778425656,0.000364431486880466,0.00145772594752187,0.00255102040816327,0.00947521865889213,0.0010932944606414,0,0.000728862973760933,0.0010932944606414,0.00728862973760933,0.00619533527696793,0.005466472303207,0.00182215743440233,0.0010932944606414,0.00255102040816327,0.00510204081632653,0.0043731778425656,0.0131195335276968,0.00801749271137026,0.0127551020408163,0.0010932944606414,0,0.119169096209913,0.0021865889212828,0.00510204081632653,0.00400874635568513,0.0681486880466472,0.000364431486880466,0.00145772594752187,0.00182215743440233,0.00182215743440233,0.00728862973760933,0.000728862973760933,0.00728862973760933,0.0153061224489796,0.0225947521865889,0.00619533527696793,0.0010932944606414,0.00145772594752187,0.0032798833819242,0.000364431486880466,0.000728862973760933,0,0
48,JM,0.0187869028448739,0,0.0155662909286098,0.0059044551798175,0.00751476113794954,0.00644122383252818,0,0.0128824476650564,0.00161030595813205,0.0289855072463768,0.000536768652710682,0,0.00483091787439614,0.00161030595813205,0.000536768652710682,0.00644122383252818,0.00161030595813205,0.00322061191626409,0.00322061191626409,0,0.0273752012882448,0.00858829844337091,0.00429414922168545,0.00268384326355341,0.00268384326355341,0.000536768652710682,0.00644122383252818,0.000536768652710682,0.00375738056897477,0.00214707461084273,0.00322061191626409,0.00536768652710682,0,0,0.00107353730542136,0.00966183574879227,0.00322061191626409,0.00322061191626409,0.00214707461084273,0,0.00214707461084273,0.00536768652710682,0.00697799248523886,0.0144927536231884,0.0150295222758991,0.0166398282340311,0,0,0.0907139023081052,0.00268384326355341,0.00644122383252818,0.00161030595813205,0.0536768652710682,0.00751476113794954,0.0059044551798175,0.00375738056897477,0.00107353730542136,0.00858829844337091,0,0.00429414922168545,0.0150295222758991,0.0241545893719807,0.00429414922168545,0.00107353730542136,0.00161030595813205,0.00214707461084273,0.00161030595813205,0.000536768652710682,0,0
